StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,bot_1_1,bot_1_time_First Click,bot_1_time_Last Click,bot_1_time_Page Submit,bot_1_time_Click Count,consent1,consent2,Prolific_ver,gender,gender_9_TEXT,nativeness,pre_time_First Click,pre_time_Last Click,pre_time_Page Submit,pre_time_Click Count,Task_Desc_time_First Click,Task_Desc_time_Last Click,Task_Desc_time_Page Submit,Task_Desc_time_Click Count,task_intro_time_First Click,task_intro_time_Last Click,task_intro_time_Page Submit,task_intro_time_Click Count,Training_C1_Q1_time_First Click,Training_C1_Q1_time_Last Click,Training_C1_Q1_time_Page Submit,Training_C1_Q1_time_Click Count,Training_C1_Q1_1_1,Training_C1_Q1_1_2,Training_C1_Q1_1_3,Training_C1_Q1_1_4,Training_C1_Q1_1_5,Training_C1_Q1_1_6,Training_C1_Q1_1_7,Training_C1_Q1_1_8,Training_C1_Q2_time_First Click,Training_C1_Q2_time_Last Click,Training_C1_Q2_time_Page Submit,Training_C1_Q2_time_Click Count,Training_C1_Q2_1_1,Training_C1_Q2_1_2,Training_C1_Q2_1_3,Training_C1_Q2_1_4,Training_C1_Q2_1_5,Training_C1_Q2_1_6,Training_C1_Q2_1_7,Training_C1_Q2_1_8,Training_C1_Q3_time_First Click,Training_C1_Q3_time_Last Click,Training_C1_Q3_time_Page Submit,Training_C1_Q3_time_Click Count,Training_C1_Q3_1_1,Training_C1_Q3_1_2,Training_C1_Q3_1_3,Training_C1_Q3_1_4,Training_C1_Q3_1_5,Training_C1_Q3_1_6,Training_C1_Q3_1_7,Training_C1_Q3_1_8,Training_C1_Q4_time_First Click,Training_C1_Q4_time_Last Click,Training_C1_Q4_time_Page Submit,Training_C1_Q4_time_Click Count,Training_C1_Q4_1_1,Training_C1_Q4_1_2,Training_C1_Q4_1_3,Training_C1_Q4_1_4,Training_C1_Q4_1_5,Training_C1_Q4_1_6,Training_C1_Q4_1_7,Training_C1_Q4_1_8,bot_1_2,bot_2_time_First Click,bot_2_time_Last Click,bot_2_time_Page Submit,bot_2_time_Click Count,game_intro_time_First Click,game_intro_time_Last Click,game_intro_time_Page Submit,game_intro_time_Click Count,Game_C1_Q1_time_First Click,Game_C1_Q1_time_Last Click,Game_C1_Q1_time_Page Submit,Game_C1_Q1_time_Click Count,Game_C1_Q1_1_1,Game_C1_Q1_1_2,Game_C1_Q1_1_3,Game_C1_Q1_1_4,Game_C1_Q1_1_5,Game_C1_Q1_1_6,Game_C1_Q1_1_7,Game_C1_Q1_1_8,Game_C1_Q2_time_First Click,Game_C1_Q2_time_Last Click,Game_C1_Q2_time_Page Submit,Game_C1_Q2_time_Click Count,Game_C1_Q2_1_1,Game_C1_Q2_1_2,Game_C1_Q2_1_3,Game_C1_Q2_1_4,Game_C1_Q2_1_5,Game_C1_Q2_1_6,Game_C1_Q2_1_7,Game_C1_Q2_1_8,Game_C1_Q3_time_First Click,Game_C1_Q3_time_Last Click,Game_C1_Q3_time_Page Submit,Game_C1_Q3_time_Click Count,Game_C1_Q3_1_1,Game_C1_Q3_1_2,Game_C1_Q3_1_3,Game_C1_Q3_1_4,Game_C1_Q3_1_5,Game_C1_Q3_1_6,Game_C1_Q3_1_7,Game_C1_Q3_1_8,Game_C1_Q4_time_First Click,Game_C1_Q4_time_Last Click,Game_C1_Q4_time_Page Submit,Game_C1_Q4_time_Click Count,Game_C1_Q4_1_1,Game_C1_Q4_1_2,Game_C1_Q4_1_3,Game_C1_Q4_1_4,Game_C1_Q4_1_5,Game_C1_Q4_1_6,Game_C1_Q4_1_7,Game_C1_Q4_1_8,Game_C1_Q5_time_First Click,Game_C1_Q5_time_Last Click,Game_C1_Q5_time_Page Submit,Game_C1_Q5_time_Click Count,Game_C1_Q5_1_1,Game_C1_Q5_1_2,Game_C1_Q5_1_3,Game_C1_Q5_1_4,Game_C1_Q5_1_5,Game_C1_Q5_1_6,Game_C1_Q5_1_7,Game_C1_Q5_1_8,Game_C1_Q6_time_First Click,Game_C1_Q6_time_Last Click,Game_C1_Q6_time_Page Submit,Game_C1_Q6_time_Click Count,Game_C1_Q6_1_1,Game_C1_Q6_1_2,Game_C1_Q6_1_3,Game_C1_Q6_1_4,Game_C1_Q6_1_5,Game_C1_Q6_1_6,Game_C1_Q6_1_7,Game_C1_Q6_1_8,Game_C1_Q7_time_First Click,Game_C1_Q7_time_Last Click,Game_C1_Q7_time_Page Submit,Game_C1_Q7_time_Click Count,Game_C1_Q7_1_1,Game_C1_Q7_1_2,Game_C1_Q7_1_3,Game_C1_Q7_1_4,Game_C1_Q7_1_5,Game_C1_Q7_1_6,Game_C1_Q7_1_7,Game_C1_Q7_1_8,Game_C1_Q8_time_First Click,Game_C1_Q8_time_Last Click,Game_C1_Q8_time_Page Submit,Game_C1_Q8_time_Click Count,Game_C1_Q8_1_1,Game_C1_Q8_1_2,Game_C1_Q8_1_3,Game_C1_Q8_1_4,Game_C1_Q8_1_5,Game_C1_Q8_1_6,Game_C1_Q8_1_7,Game_C1_Q8_1_8,Game_C1_Q9_time_First Click,Game_C1_Q9_time_Last Click,Game_C1_Q9_time_Page Submit,Game_C1_Q9_time_Click Count,Game_C1_Q9_1_1,Game_C1_Q9_1_2,Game_C1_Q9_1_3,Game_C1_Q9_1_4,Game_C1_Q9_1_5,Game_C1_Q9_1_6,Game_C1_Q9_1_7,Game_C1_Q9_1_8,Cohort1_Q10_time_First Click,Cohort1_Q10_time_Last Click,Cohort1_Q10_time_Page Submit,Cohort1_Q10_time_Click Count,Cohort1_Q10_1_1,Cohort1_Q10_1_2,Cohort1_Q10_1_3,Cohort1_Q10_1_4,Cohort1_Q10_1_5,Cohort1_Q10_1_6,Cohort1_Q10_1_7,Cohort1_Q10_1_8,task_load_1_1,task_load_2_1,task_load_3_1,task_load_4_1,task_load_5_1,avg_task_load,task_load_time_First Click,task_load_time_Last Click,task_load_time_Page Submit,task_load_time_Click Count,PROLIFIC_PID,cohort_num,DeviceIdentifier,training_counter,game_counter,avg_trust,avg_explanation
17-11-20 9:12,17-11-20 9:29,IP Address,86.165.242.230,100,1014,TRUE,17-11-20 9:29,R_10CbhmHBNJ6dJeM,,,,,54.43850708,-0.871200562,anonymous,EN,0.9,s,5.525,5.525,7.711,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ebefa2b6af68017b07372c3,Male,,25,2.598,3.637,6.002,2,0,0,59.122,0,0,0,19.322,0,6.719,35.907,38.02,9,0,1,0,1,0,2,0,1,2.593,22.533,24.196,8,0,1,1,3,0,0,0,0,5.145,16.976,17.806,9,1,0,0,0,2,0,2,0,9.021,27.605,30.137,11,1,1,1,0,1,0,1,0,e,2.972,2.972,4.007,1,0,0,8.062,0,2.806,38.575,48.906,14,1,0,0,1,1,0,1,2,2.93,80.23,82.11,36,2,4,1,0,0,0,0,1,4.99,81.824,83.385,29,0,1,0,1,2,2,1,0,3.048,67.948,68.463,38,0,0,0,0,2,4,2,0,2.38,56.625,57.699,38,2,0,2,1,1,1,1,0,13.022,36.834,38.865,5,0,0,0,0,0,0,1,0,12.715,92.312,93.386,40,0,1,1,2,2,1,2,0,11.041,71.444,72.031,31,2,1,3,1,0,0,0,0,11.071,66.58,68.456,28,2,0,0,2,1,1,0,1,4.163,91.734,93.505,36,0,1,0,1,2,1,0,1,14,8,8,13,7,10,3.409,16.065,17.197,5,,1,,5,11,0,0
17-11-20 9:08,17-11-20 9:30,IP Address,2.102.239.204,100,1306,TRUE,17-11-20 9:30,R_6F45VYBn7cQbu5r,,,,,53.44670105,-2.225006104,anonymous,EN,0.9,s,22.427,22.427,23.821,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ecc2ac286670c0f973b7b7f,Female,,18,2.059,5.138,6.769,4,1.929,1.929,95.62,1,0,0,15.805,0,3.187,25.4,26.27,12,0,1,0,1,0,2,0,1,5.575,45.828,47.102,28,0,1,1,1,0,0,0,2,2.053,61.729,63.619,31,1,0,0,0,2,0,2,0,2.022,16.791,17.688,15,1,0,2,0,1,0,1,0,e,2.385,2.385,3.373,1,6.987,6.987,8.313,1,1.631,63.574,64.34,27,1,0,0,1,2,3,1,1,2.261,126.76,127.557,23,1,3,1,0,0,0,1,2,2.667,70.084,71.019,31,0,1,0,1,2,3,1,0,2.856,38.434,39.247,18,0,0,0,0,2,4,2,0,2.82,64.357,65.434,27,2,1,2,1,1,1,0,0,2.352,94.341,95.333,35,0,2,1,2,0,2,1,0,7.525,94.534,96.148,43,0,1,1,2,2,1,2,0,1.844,91.04,92.17,28,3,1,2,1,0,0,0,0,9.935,80.654,81.307,23,1,0,1,2,1,1,1,0,8.782,120.099,121.196,34,0,1,0,2,2,3,0,1,16,6,5,18,3,9.6,4.73,34.436,35.442,12,,1,,5,11,0,0
17-11-20 9:09,17-11-20 9:30,IP Address,86.21.21.152,100,1299,TRUE,17-11-20 9:30,R_1Feur893gZYzjco,,,,,52.5677948,1.662002563,anonymous,EN,0.9,s,20.929,20.929,29.174,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c34fa4c31c383000165a50d,Female,,23,7.182,12.173,13.747,4,4.505,63.27,64.6,33,0,0,20.823,0,2.885,45.726,47.228,15,0,1,0,1,0,2,0,1,2.27,46.5,48.059,20,0,1,1,1,0,0,0,2,3.332,47.985,49.634,25,1,0,0,0,2,0,2,0,3.717,34.568,36.8,15,1,1,1,0,1,0,1,0,e,2.41,2.41,5.412,1,0,0,10.649,0,0.337,83.267,87.1,77,1,0,0,1,2,3,1,1,1.587,72.006,74.282,56,1,4,1,0,0,0,1,2,2.181,77.031,77.699,29,0,1,0,1,2,3,1,0,1.371,70.614,71.444,24,0,0,0,0,2,4,2,0,2.342,100.835,102.098,64,2,1,2,1,1,1,1,0,1.063,97.93,99.099,49,0,1,1,1,0,3,1,1,1.641,82.788,83.412,48,0,1,1,1,1,1,2,0,2.115,87.722,89.231,60,3,1,3,1,0,0,0,0,1.664,91.221,92.201,68,1,0,1,2,1,1,1,0,1.951,66.897,67.536,50,0,1,0,1,2,3,0,1,12,4,11,12,7,9.2,12.588,41.073,42.826,14,,1,,5,11,0,0
17-11-20 8:59,17-11-20 9:30,IP Address,82.40.30.190,100,1854,TRUE,17-11-20 9:30,R_2X1mpbvq4epBnu8,,,,,51.87409973,-2.132202148,anonymous,EN,0.9,s,13.055,13.055,17.98,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,587ff319311c4700014d45a8,Male,,28,2.965,4.762,8.336,3,0,0,62.816,0,0,0,34.177,0,12.607,37.183,50.399,14,0,1,0,1,0,2,0,1,32.331,32.331,55.638,1,0,1,1,2,0,0,0,1,13.012,32.77,40.564,9,1,0,0,0,2,0,2,0,22.7,37.061,55.835,5,1,1,1,0,1,0,1,0,e,2.675,2.675,8.811,1,0,0,14.24,0,8.484,75.092,120.973,12,1,0,0,1,2,3,1,1,11.902,72.575,116.65,16,1,4,1,0,0,0,1,1,8.1,105.319,142.576,16,0,1,0,1,2,3,1,1,5.993,79.163,87.789,14,0,0,0,1,2,4,2,0,26.488,120.821,133.456,14,2,1,1,1,1,1,1,0,12.405,67.347,102.802,19,0,1,1,1,0,3,1,1,8.855,198.284,203.111,30,0,1,1,1,2,1,2,1,18.558,93.205,112.058,11,3,1,3,1,0,0,0,0,9.748,72.727,84.989,10,1,1,1,2,1,1,1,0,15.525,80.736,107.135,12,0,1,0,2,2,3,0,0,14,9,8,17,9,11.4,9.047,32.926,35.104,5,,1,,5,11,0,0
17-11-20 9:08,17-11-20 9:31,IP Address,89.36.70.24,100,1365,TRUE,17-11-20 9:31,R_12DWnOh9hFEbmem,,,,,51.50639343,-0.020004272,anonymous,EN,0.7,s,3.404,3.404,8.76,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5e8d8add9622ec0008e0dbfc,Female,,34,2.003,3.771,6.195,3,0,0,49.393,0,0,0,17.73,0,3.939,30.114,31.065,10,0,1,0,1,0,2,0,1,12.463,80.427,85.487,14,0,1,2,1,0,0,0,1,11.839,33.873,64.183,8,0,0,0,0,2,0,3,0,5.846,28.353,35.061,9,1,1,1,0,1,0,0,0,e,5.943,7.955,9.221,4,0,0,9.985,0,5.091,75.06,83.949,24,1,0,0,1,2,3,1,1,8.656,76.081,105.675,19,1,4,1,0,0,0,1,2,3.461,46.433,64.003,16,0,1,0,1,2,3,1,0,2.931,65.804,91.239,15,0,0,0,1,2,4,2,0,19.766,93.783,95.383,23,1,1,3,0,1,1,2,0,8.36,73.934,84.406,13,0,2,1,1,0,1,1,1,14.499,77.412,96.266,12,0,1,1,0,2,0,2,0,3.846,46.682,66.35,13,3,2,1,1,0,0,0,0,7.018,126.216,130.878,22,1,1,1,2,1,1,1,0,4.249,56.031,66.128,13,0,1,0,1,1,3,0,0,17,4,11,17,10,11.8,11.43,28.938,30.405,5,,1,,5,11,0,0
17-11-20 9:09,17-11-20 9:33,IP Address,95.169.230.46,100,1441,TRUE,17-11-20 9:33,R_XUljoLCalIiHdrH,,,,,41.38879395,2.158996582,anonymous,EN,0.9,s,3.37,3.37,5.792,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5eca6722f4de26029fa9e6ca,Female,,24,2.884,4.863,7.94,2,0,0,70.867,0,0,0,19.189,0,6.485,21.327,44.24,5,0,1,0,1,0,2,0,1,7.057,74.056,97.973,21,1,1,1,0,1,0,0,3,5.876,12.256,24.606,3,1,0,0,0,2,0,2,0,5.83,15.965,22.145,5,1,1,1,0,1,0,1,0,e,2.286,2.286,4.38,1,0,0,9.511,0,4.915,63.126,90.347,16,1,0,0,1,2,2,1,1,6.223,69.621,83.533,10,1,3,1,1,0,0,2,2,3.908,34.614,74.936,16,0,1,0,1,2,3,1,0,4.182,30.63,70.68,14,0,0,0,0,2,4,2,0,20.765,87.516,124.695,16,1,0,2,0,1,1,2,1,4.708,78.248,105.046,14,0,1,1,1,0,3,1,0,5.001,73.447,101.185,18,0,1,1,1,2,1,2,1,6.718,71.609,90.202,16,3,1,3,1,0,0,0,0,5.491,90.871,132.936,12,1,0,1,1,1,1,1,0,4.646,102.597,131.5,18,0,1,1,1,2,3,0,1,17,8,7,18,3,10.6,4.119,19.586,20.787,5,,1,,5,11,0,0
17-11-20 9:11,17-11-20 9:33,IP Address,77.99.11.14,100,1311,TRUE,17-11-20 9:33,R_2cBMiBG1xEfB9QZ,,,,,51.45350647,-2.591705322,anonymous,EN,0.9,s,5.109,5.109,7.72,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5eda237e69dca705528fb52c,Female,,20,2.11,7.291,13.433,2,0,0,118.6,0,0,0,34.472,0,16.947,55.003,101.224,11,0,1,0,1,0,2,0,2,22.603,44.216,61.856,10,0,1,1,1,0,0,0,2,4.867,18.599,19.946,9,1,1,0,0,1,0,1,0,5.903,20.251,22.939,10,1,1,1,0,1,0,1,0,e,2.6,2.6,5.291,1,0,0,17.287,0,31.622,78.027,94.041,18,1,0,0,2,2,1,1,0,10.401,43.278,57.451,12,0,3,1,0,0,0,1,1,5.156,37.12,56.558,15,0,1,0,1,2,3,1,0,8.448,76.848,90.723,16,0,0,0,1,2,4,2,0,4.378,33.444,59.736,19,2,1,1,1,1,1,1,0,9.957,102.271,103.877,22,0,2,1,1,0,2,1,1,9.721,75.268,109.08,16,0,1,0,2,2,1,2,0,5.885,69.512,79.071,16,3,2,2,1,0,0,0,0,4.804,45.122,64.402,16,0,1,1,2,1,1,2,0,5.971,55.734,61.445,16,0,1,0,2,2,2,0,0,13,7,7,3,2,6.4,5.737,30.069,31.715,5,,1,,5,11,0,0
17-11-20 9:12,17-11-20 9:33,IP Address,77.102.251.209,100,1305,TRUE,17-11-20 9:33,R_1irsuclA1pXg49R,,,,,51.19239807,0.275299072,anonymous,EN,0.7,s,19.696,19.696,22.089,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5a4a8802817d1800018d2549,Female,,38,2.061,3.902,7.539,2,0,0,129.869,0,0,0,45.121,0,16.858,64.342,72.861,9,0,1,0,1,0,2,0,1,6.112,17.944,36.479,7,0,1,1,1,0,0,0,2,9.703,12.186,23.001,2,1,0,0,0,2,0,2,0,5.271,37.888,47.139,15,0,1,1,0,1,0,2,0,e,3.112,3.112,4.923,1,0,0,18.049,0,4.677,91.856,108.579,15,1,0,0,1,2,3,1,1,8.364,18.263,35.757,6,0,2,1,0,0,0,1,0,15.742,42.157,60.292,12,0,1,0,1,2,2,1,0,4.852,28.234,51.296,11,0,0,0,0,2,4,2,0,3.681,76,102.4,28,2,1,1,1,1,0,0,0,28.932,62.381,84.939,7,0,1,1,1,0,0,1,0,7.737,75.318,78.395,11,0,1,0,0,2,1,2,1,8.096,69.944,87.34,11,2,1,3,1,0,0,0,0,13.263,47.33,65.689,8,1,0,1,1,0,1,1,0,10.671,69.642,89.794,13,1,1,0,1,2,3,0,0,14,7,7,20,2,10,7.954,27.031,28.926,5,,1,,5,11,0,0
17-11-20 9:07,17-11-20 9:34,IP Address,86.155.34.205,100,1593,TRUE,17-11-20 9:34,R_XzH7vVmygjlLHq1,,,,,53.46060181,-2.257202148,anonymous,EN,0.9,s,2.999,2.999,5.61,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5db4727943b4e1000ba77356,Female,,24,2.33,97.478,98.429,4,2.387,49.033,50.351,3,1.684,1.684,11.247,1,3.201,21.382,29.847,8,0,1,0,1,0,2,0,1,2.659,41.257,42.445,9,0,1,1,1,0,0,0,2,3.653,33.57,33.983,14,1,0,0,0,2,0,2,0,3.381,63.567,64.662,14,1,1,1,0,1,0,1,0,e,2.834,2.834,5.441,1,5.813,5.813,7.44,1,2.355,118.711,119.533,52,1,0,0,1,2,3,0,1,2.55,138.596,139.716,52,1,4,1,0,0,0,1,2,1.995,100.149,100.901,44,0,1,0,1,2,3,1,0,9.213,75.703,76.78,40,0,0,0,0,2,4,2,0,2.557,100.664,106.266,51,2,1,2,1,1,1,1,0,2.835,128.165,129.526,56,0,2,1,1,0,0,1,1,2.7,87.496,88.565,46,0,1,0,1,2,1,2,1,3.026,129.468,131.196,42,3,1,3,1,0,0,0,0,10.725,109.138,110.042,50,1,1,1,2,1,1,1,1,2.619,128.223,129.155,57,0,1,0,2,2,3,0,1,15,8,8,14,7,10.4,2.856,15.783,17.089,9,,1,,5,11,0,0
17-11-20 9:11,17-11-20 9:35,IP Address,2.216.75.252,100,1444,TRUE,17-11-20 9:35,R_1GJFRfqX1KA9p04,,,,,51.53289795,-0.005004883,anonymous,EN,0.9,s,5.521,5.521,13.026,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5eac68edf4aabc0e6da37936,Female,,35,2.061,8.292,9.187,3,45.869,53.211,54.299,2,0,0,22.212,0,9.662,68.151,70.079,15,0,1,0,0,0,2,0,1,1.887,51.921,52.945,18,0,1,1,0,0,0,0,3,3.967,38.447,39.522,15,1,0,0,0,2,0,2,0,2.076,68.574,69.501,17,0,1,1,0,1,0,2,0,e,1.995,1.995,5.414,1,0,0,6.856,0,3.305,76.984,78.564,23,1,0,0,1,2,3,1,1,4.219,56.986,57.935,17,0,3,1,1,0,0,1,2,5.066,67.187,68.119,27,0,1,0,1,2,3,1,1,7.164,73.542,74.529,30,0,0,0,1,2,4,2,0,2.715,91.343,96.766,27,2,1,1,1,1,1,2,0,5.732,103.557,104.42,26,0,2,1,1,0,1,1,0,3.665,98.761,100.579,26,0,1,1,0,2,1,2,2,3.007,68.021,71.051,21,2,1,3,1,0,0,0,0,3.786,115.237,116.141,31,2,0,1,2,1,1,1,1,4.421,88.95,89.826,33,0,1,0,2,2,3,0,1,15,6,9,16,5,10.2,7.129,24.799,25.758,10,,1,,5,11,0,0
17-11-20 9:11,17-11-20 9:35,IP Address,86.12.111.20,100,1430,TRUE,17-11-20 9:35,R_ZqqTemhR9onRpTP,,,,,53.67669678,-1.658401489,anonymous,EN,0.9,s,5.929,5.929,10.231,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,595e694f57e9520001f791e2,Female,,49,3.331,10.586,16.448,11,9.73,74.172,76.086,35,0,0,16.296,0,4.499,100.304,102.666,41,0,1,0,1,0,2,0,1,5.939,72.916,75.249,29,0,1,1,2,0,0,0,0,9.401,116.574,118.352,42,2,0,0,0,2,0,2,0,7.753,80.4,82.244,37,1,0,2,0,1,0,1,0,e,4.621,4.621,10.731,1,5.483,5.483,6.706,1,3.502,85.347,87.408,41,1,0,0,1,0,0,1,0,3.701,47.991,51.51,33,2,0,1,0,0,0,1,0,4.987,108.28,110.394,59,0,1,0,1,1,2,1,0,3.831,88.476,90.273,50,0,0,0,0,1,3,2,0,7.795,57.948,62.829,30,1,0,0,1,1,0,1,0,3.433,56.015,58.936,24,1,0,0,1,0,1,0,0,3.11,41.206,44.903,28,0,0,0,0,0,1,2,0,10.105,86.577,88.369,39,2,1,2,0,0,0,0,0,1.236,34.204,36.091,14,0,0,0,0,0,0,0,0,4.216,64.702,67.177,25,0,1,0,1,1,0,0,0,15,14,13,17,8,13.4,8.095,35.035,36.763,24,,1,,5,11,0,0
17-11-20 9:15,17-11-20 9:36,IP Address,5.68.79.108,100,1246,TRUE,17-11-20 9:36,R_3PEPtREpFaHdzgI,,,,,56.02690125,-3.821792603,anonymous,EN,0.9,s,1.84,1.84,3.338,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5da9d11edf2e2b0016217ebb,Female,,39,1.74,5.558,7.201,3,0,0,48.561,0,0,0,36.876,0,22.61,40.905,42.61,6,0,1,0,1,0,2,0,1,11.879,16.413,17.885,4,0,1,1,2,0,0,0,1,6.187,13.418,14.657,4,1,0,0,0,2,0,2,0,11.274,19.317,21.57,6,1,1,1,0,1,0,1,0,e,2.834,2.834,4.303,1,0,0,5.092,0,5.685,49.969,51.636,16,1,0,0,1,2,3,1,1,6.223,73.038,75.694,15,1,4,1,0,0,0,1,2,6.461,65.018,66.734,14,0,1,0,1,2,3,1,0,5.906,43.858,45.624,20,0,0,0,1,2,4,2,0,5.943,49.363,56.661,15,2,1,1,1,0,2,1,0,84.537,95.889,97.623,7,0,2,1,1,0,2,1,0,6.131,54.236,60.587,15,0,1,1,1,2,1,2,0,9.394,90.765,100.604,13,3,1,3,1,0,0,0,0,11.601,219.167,223.274,55,1,1,1,2,1,0,1,1,9.685,111.789,124.666,15,0,1,0,1,2,3,0,1,6,4,14,6,2,6.4,5.624,31.593,33.771,5,,1,,5,11,0,0
17-11-20 9:12,17-11-20 9:36,IP Address,86.166.164.243,100,1486,TRUE,17-11-20 9:36,R_1Cs9YOa1DqK5O9u,,,,,53.03329468,-1.397094727,anonymous,EN,0.9,s,7.049,7.049,10.504,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ebe43e94553ff03ebea0d4e,Male,,39,2.551,3.803,8.414,2,36.988,36.988,72.45,1,0,0,55.908,0,4.251,28.468,31.87,9,0,1,0,1,0,2,0,1,5.028,48.67,50.769,17,0,1,1,1,0,0,0,2,4.372,20.737,23.546,7,0,0,0,0,2,0,3,0,10.894,117.36,131.863,17,2,1,2,0,1,0,1,2,e,2.361,2.361,6.503,1,0,0,30.017,0,3.431,73.754,76.29,35,1,0,0,1,2,2,1,0,13.841,123.014,126.061,42,1,4,1,0,0,0,1,1,4.739,81.232,83.6,34,0,1,0,1,2,3,1,0,4.379,73.869,75.438,49,0,0,0,0,2,4,2,0,6.618,77.726,83.258,41,2,0,2,1,1,1,0,0,4.217,91.4,94.497,32,0,1,0,1,0,2,1,0,7.251,90.678,95.083,40,0,1,0,1,2,1,2,0,10.454,90.73,93.746,30,3,1,1,1,0,0,0,0,6.695,104.321,107.108,21,1,0,1,1,0,1,0,1,11.223,88.733,90.992,37,0,1,0,2,1,2,0,1,17,2,4,16,2,8.2,4.277,23.24,24.626,5,,1,,5,11,0,0
17-11-20 9:13,17-11-20 9:36,IP Address,82.25.187.125,100,1415,TRUE,17-11-20 9:37,R_1fk0xkNQarHHB61,,,,,52.65130615,-1.087600708,anonymous,EN,0.9,s,3.756,12.717,15.88,3,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5b8d9e583c9fcb00016f5ae4,Male,,23,3.711,4.391,7.576,2,0,0,101.3,0,0,0,27.044,0,6.199,36.491,44.797,11,0,1,0,1,0,2,0,1,3.653,34.57,65.206,10,0,1,1,1,0,0,0,2,5.776,54.952,91.685,21,1,0,0,0,2,0,2,0,9.499,39.584,50.464,12,1,1,1,0,1,0,1,0,e,2.718,2.718,5.671,1,0,0,28.536,0,3.112,46.454,47.616,14,1,0,0,1,2,3,1,0,5.965,67.174,69.734,16,1,4,1,0,0,0,1,1,3.077,46.772,65.775,15,0,1,0,1,2,3,1,0,2.538,55.763,61.509,19,0,0,0,1,2,4,2,0,3.359,50.734,58.607,20,1,1,2,1,1,1,1,0,4.339,61.436,71.911,23,0,2,1,1,0,3,1,0,3.579,57.667,70.038,17,0,1,1,1,2,1,2,1,3.54,41.482,62.07,13,3,1,3,1,0,0,0,0,3.401,75.996,81.317,18,1,1,1,2,1,0,0,1,4.869,53.404,56.382,15,0,1,0,1,2,3,0,1,18,8,2,21,3,10.4,3.922,46.28,47.619,8,,1,,5,11,0,0
17-11-20 9:09,17-11-20 9:37,IP Address,82.12.218.148,100,1669,TRUE,17-11-20 9:37,R_dj5VCO2NvBoxhp7,,,,,53.45159912,-2.914703369,anonymous,EN,0.9,s,14.238,14.238,16.826,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5eb5b9c67af9ce48d087f8a0,Male,,20,2.616,3.538,7.529,2,0,0,222.607,0,0,0,134.194,0,5.514,48.362,52.014,28,0,1,0,1,0,2,0,1,7.045,64.126,74.566,29,0,1,0,1,0,0,0,2,30.798,67.848,72.798,23,1,0,0,0,2,0,2,0,2.894,32.246,35.102,27,1,1,1,0,1,0,1,0,e,2.494,2.494,6.844,1,0,0,10.986,0,3.593,68.463,78.266,20,1,0,0,1,1,3,1,1,8.279,80.857,85.384,18,1,4,1,0,0,0,1,2,3.145,86.792,88.592,32,0,1,0,1,2,3,1,0,19.445,66.674,84.144,17,0,0,0,0,2,4,2,0,4.954,68.257,79.576,15,2,1,1,1,1,1,1,0,7.095,100.983,107.046,18,0,2,1,1,0,3,1,1,4.521,86.043,90.74,35,0,1,0,1,2,1,2,1,9.377,81.203,83.812,27,3,1,3,1,0,0,0,0,20.883,121.058,123.687,17,1,1,1,2,1,1,1,1,5.348,78.061,89.484,14,0,1,0,1,2,3,0,1,15,4,4,16,3,8.4,7.622,20.506,22.52,5,,1,,5,11,0,0
