StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,bot_1_1,bot_1_time_First Click,bot_1_time_Last Click,bot_1_time_Page Submit,bot_1_time_Click Count,consent1,consent2,Prolific_ver,gender,gender_9_TEXT,nativeness,pre_time_First Click,pre_time_Last Click,pre_time_Page Submit,pre_time_Click Count,Task_Desc_time_First Click,Task_Desc_time_Last Click,Task_Desc_time_Page Submit,Task_Desc_time_Click Count,comp_assi_time_First Click,comp_assi_time_Last Click,comp_assi_time_Page Submit,comp_assi_time_Click Count,Q1026_First Click,Q1026_Last Click,Q1026_Page Submit,Q1026_Click Count,Training_C35_Q1_time_First Click,Training_C35_Q1_time_Last Click,Training_C35_Q1_time_Page Submit,Training_C35_Q1_time_Click Count,Training_C35_Q1_1_1,Training_C35_Q1_1_2,Training_C35_Q1_1_3,Training_C35_Q1_1_4,Training_C35_Q1_1_5,Training_C35_Q1_1_6,Training_C35_Q1_1_7,Training_C35_Q1_1_8,Training_C35_Q2_time_First Click,Training_C35_Q2_time_Last Click,Training_C35_Q2_time_Page Submit,Training_C35_Q2_time_Click Count,Training_C35_Q2_1_1,Training_C35_Q2_1_2,Training_C35_Q2_1_3,Training_C35_Q2_1_4,Training_C35_Q2_1_5,Training_C35_Q2_1_6,Training_C35_Q2_1_7,Training_C35_Q2_1_8,Training_C35_Q3_time_First Click,Training_C35_Q3_time_Last Click,Training_C35_Q3_time_Page Submit,Training_C35_Q3_time_Click Count,Training_C35_Q3_1_1,Training_C35_Q3_1_2,Training_C35_Q3_1_3,Training_C35_Q3_1_4,Training_C35_Q3_1_5,Training_C35_Q3_1_6,Training_C35_Q3_1_7,Training_C35_Q3_1_8,Training_C35_Q4_time_First Click,Training_C35_Q4_time_Last Click,Training_C35_Q4_time_Page Submit,Training_C35_Q4_time_Click Count,Training_C35_Q4_1_1,Training_C35_Q4_1_2,Training_C35_Q4_1_3,Training_C35_Q4_1_4,Training_C35_Q4_1_5,Training_C35_Q4_1_6,Training_C35_Q4_1_7,Training_C35_Q4_1_8,bot_1_2,bot_2_time_First Click,bot_2_time_Last Click,bot_2_time_Page Submit,bot_2_time_Click Count,game_intro_time_First Click,game_intro_time_Last Click,game_intro_time_Page Submit,game_intro_time_Click Count,Game_C35_Q1_time_First Click,Game_C35_Q1_time_Last Click,Game_C35_Q1_time_Page Submit,Game_C35_Q1_time_Click Count,Game_C35_Q1_1_1,Game_C35_Q1_1_2,Game_C35_Q1_1_3,Game_C35_Q1_1_4,Game_C35_Q1_1_5,Game_C35_Q1_1_6,Game_C35_Q1_1_7,Game_C35_Q1_1_8,Game_C35_Q2_time_First Click,Game_C35_Q2_time_Last Click,Game_C35_Q2_time_Page Submit,Game_C35_Q2_time_Click Count,Game_C35_Q2_1_1,Game_C35_Q2_1_2,Game_C35_Q2_1_3,Game_C35_Q2_1_4,Game_C35_Q2_1_5,Game_C35_Q2_1_6,Game_C35_Q2_1_7,Game_C35_Q2_1_8,Game_C35_Q3_time_First Click,Game_C35_Q3_time_Last Click,Game_C35_Q3_time_Page Submit,Game_C35_Q3_time_Click Count,Game_C35_Q3_1_1,Game_C35_Q3_1_2,Game_C35_Q3_1_3,Game_C35_Q3_1_4,Game_C35_Q3_1_5,Game_C35_Q3_1_6,Game_C35_Q3_1_7,Game_C35_Q3_1_8,Game_C35_Q4_time_First Click,Game_C35_Q4_time_Last Click,Game_C35_Q4_time_Page Submit,Game_C35_Q4_time_Click Count,Game_C35_Q4_1_1,Game_C35_Q4_1_2,Game_C35_Q4_1_3,Game_C35_Q4_1_4,Game_C35_Q4_1_5,Game_C35_Q4_1_6,Game_C35_Q4_1_7,Game_C35_Q4_1_8,Game_C35_Q5_time_First Click,Game_C35_Q5_time_Last Click,Game_C35_Q5_time_Page Submit,Game_C35_Q5_time_Click Count,Game_C35_Q5_1_1,Game_C35_Q5_1_2,Game_C35_Q5_1_3,Game_C35_Q5_1_4,Game_C35_Q5_1_5,Game_C35_Q5_1_6,Game_C35_Q5_1_7,Game_C35_Q5_1_8,Game_C35_Q6_time_First Click,Game_C35_Q6_time_Last Click,Game_C35_Q6_time_Page Submit,Game_C35_Q6_time_Click Count,Game_C35_Q6_1_1,Game_C35_Q6_1_2,Game_C35_Q6_1_3,Game_C35_Q6_1_4,Game_C35_Q6_1_5,Game_C35_Q6_1_6,Game_C35_Q6_1_7,Game_C35_Q6_1_8,Game_C35_Q7_time_First Click,Game_C35_Q7_time_Last Click,Game_C35_Q7_time_Page Submit,Game_C35_Q7_time_Click Count,Game_C35_Q7_1_1,Game_C35_Q7_1_2,Game_C35_Q7_1_3,Game_C35_Q7_1_4,Game_C35_Q7_1_5,Game_C35_Q7_1_6,Game_C35_Q7_1_7,Game_C35_Q7_1_8,Game_C35_Q8_time_First Click,Game_C35_Q8_time_Last Click,Game_C35_Q8_time_Page Submit,Game_C35_Q8_time_Click Count,Game_C35_Q8_1_1,Game_C35_Q8_1_2,Game_C35_Q8_1_3,Game_C35_Q8_1_4,Game_C35_Q8_1_5,Game_C35_Q8_1_6,Game_C35_Q8_1_7,Game_C35_Q8_1_8,Game_C35_Q9_time_First Click,Game_C35_Q9_time_Last Click,Game_C35_Q9_time_Page Submit,Game_C35_Q9_time_Click Count,Game_C35_Q9_1_1,Game_C35_Q9_1_2,Game_C35_Q9_1_3,Game_C35_Q9_1_4,Game_C35_Q9_1_5,Game_C35_Q9_1_6,Game_C35_Q9_1_7,Game_C35_Q9_1_8,Cohort35_Q10_time_First Click,Cohort35_Q10_time_Last Click,Cohort35_Q10_time_Page Submit,Cohort35_Q10_time_Click Count,Cohort35_Q10_1_1,Cohort35_Q10_1_2,Cohort35_Q10_1_3,Cohort35_Q10_1_4,Cohort35_Q10_1_5,Cohort35_Q10_1_6,Cohort35_Q10_1_7,Cohort35_Q10_1_8,task_load_1_1,task_load_2_1,task_load_3_1,task_load_4_1,task_load_5_1,avg_task_load,task_load_time_First Click,task_load_time_Last Click,task_load_time_Page Submit,task_load_time_Click Count,trust_1_1,trust_2_1,trust_3_1,trust_4_1,trust_5_1,trust_6_1,trust_7_1,trust_8_1,avg_trust,trust_time_First Click,trust_time_Last Click,trust_time_Page Submit,trust_time_Click Count,explanation_ques_1_1,explanation_ques_2_1,explanation_ques_3_1,explanation_ques_4_1,explanation_ques_5_1,explanation_ques_6_1,explanation_ques_7_1,explanation_ques_8_1,avg_explanation,explanation_time_First Click,explanation_time_Last Click,explanation_time_Page Submit,explanation_time_Click Count,PROLIFIC_PID,cohort_num,DeviceIdentifier,training_counter,game_counter
17-11-20 0:38,17-11-20 1:11,IP Address,82.1.99.84,100,1946,TRUE,17-11-20 1:11,R_2AM7usnlQ6MDB2r,,,,,53.46670532,-3.016693115,anonymous,EN,0.9,s,3.168,3.168,13.244,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f2b2eb9d41fa153c81892ad,Female,,19,2.483,20.247,24.876,5,8.732,12.648,90.01,2,0,0,39.023,0,0,0,48.434,0,6.528,39.888,41.159,13,0,1,0,1,0,2,0,1,2.854,52.042,53.522,15,0,1,1,1,0,0,0,2,9.134,68.185,72.489,14,1,0,0,0,2,0,2,0,8.819,68.957,70.422,26,1,1,1,0,1,0,1,0,e,2.143,2.143,5.392,1,0,0,30.835,0,10.622,102.64,103.649,17,1,0,0,1,2,3,1,1,3,52.575,54.054,11,1,4,1,0,0,0,1,1,15.395,166.813,168.47,13,0,1,0,1,2,3,1,1,13.87,63.584,64.994,11,0,0,0,1,2,4,2,0,3.4,104.851,106.197,22,2,1,1,1,1,1,1,0,3.717,113.517,114.936,39,0,2,1,1,0,3,1,1,6.777,197.535,201.279,17,0,1,1,0,2,1,2,0,3.364,116.658,117.426,34,3,2,3,0,0,0,0,0,46.065,166.331,167.425,20,1,1,1,2,1,1,1,1,19.719,94.908,96.613,15,0,1,0,1,2,3,0,1,11,6,6,17,10,10,6.849,26.113,27.486,8,2,2,2,2,4,3,3,5,2.875,12.878,35.238,36.102,13,3,4,3,3,4,4,4,4,3.625,2.397,46.265,47.628,16,,3,,5,11
17-11-20 0:52,17-11-20 1:11,IP Address,90.210.186.3,100,1138,TRUE,17-11-20 1:11,R_31mFd9L2N53wAqU,,,,,52.98750305,-2.180297852,anonymous,EN,0.9,s,5.144,5.144,7.877,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,57ee8eb1e62704000199d5ae,Female,,35,3.437,8.944,10.287,4,39.442,39.442,42.011,1,13.064,25.635,26.673,2,8.964,8.964,15.298,1,9.844,30.911,32.142,9,0,1,0,1,0,2,0,1,10.384,24.77,26.96,6,0,1,1,1,0,0,0,2,9.74,59.471,60.68,13,2,0,0,0,2,0,2,0,11.101,39.311,41.976,10,1,1,1,0,1,0,1,0,e,4.367,4.367,7.257,1,5.827,5.827,9.829,1,8.519,31.232,33.402,10,1,0,0,0,2,3,1,0,7.366,24.308,26.417,6,0,4,1,0,0,0,0,2,4.116,61.343,62.602,12,0,1,0,1,2,3,1,1,8.342,36.874,37.9,9,0,0,0,1,2,4,2,0,28.663,70.522,71.968,6,2,1,1,1,1,1,1,1,25.209,82.446,83.877,15,0,2,1,1,0,3,1,0,13.911,66.117,66.945,13,0,1,1,1,2,1,2,0,3.717,92.662,93.77,26,2,2,3,1,0,0,1,0,13.439,75.786,77.973,13,0,1,1,2,1,0,2,1,12.84,76.236,77.384,10,0,1,0,0,2,3,0,1,16,6,10,14,3,9.8,5.291,20.131,21.572,8,2,2,3,3,4,1,2,3,2.5,3.537,26.864,27.706,15,4,3,2,2,3,4,3,3,3,4.009,30.956,32.024,11,,3,,5,11
17-11-20 0:45,17-11-20 1:12,IP Address,81.109.174.173,100,1591,TRUE,17-11-20 1:12,R_3qHEhvWDvS9GuIS,,,,,53.2144928,-0.571105957,anonymous,EN,0.9,s,10.15,10.15,13.538,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5e836a1b22884f0956a9a5a7,Female,,20,21.091,25.068,30.632,3,0,0,115.568,0,0,0,59.012,0,0,0,48.646,0,40.204,88.859,98.014,19,0,1,0,1,0,2,0,1,11.797,26.378,28.237,4,0,1,1,1,0,0,0,2,14.146,48.144,50.043,3,1,0,0,0,2,0,2,0,16.239,26.135,28.979,5,1,1,1,0,1,0,1,0,e,5.504,5.504,7.142,1,0,0,17.376,0,28.51,44.988,47.202,5,1,0,0,0,2,3,1,0,13.28,30.44,32.923,4,0,4,1,0,0,0,0,2,17.437,66.756,68.997,5,0,1,0,1,2,3,1,0,9.537,31.38,34.659,4,0,0,0,1,2,4,2,0,42.949,95.749,97.607,11,2,1,2,1,1,1,1,0,47.531,74.716,84.125,6,0,1,1,0,0,3,1,1,14.153,77.966,82.24,6,0,1,1,0,2,1,2,0,26.601,69.616,120.567,5,2,2,3,1,0,0,0,0,13.004,83.104,87.827,7,0,1,1,2,1,1,2,1,32.688,59.214,63.862,4,0,1,0,0,2,3,0,1,15,5,5,17,13,11,5.267,48.351,49.813,5,1,1,1,1,5,1,1,1,1.5,5.048,49.121,50.446,10,3,2,2,2,1,1,1,4,2,8.02,86.967,88.287,12,,3,,5,11
17-11-20 0:47,17-11-20 1:14,IP Address,90.255.227.208,100,1624,TRUE,17-11-20 1:14,R_3fvKtB0Dux5mvW6,,,,,51.50770569,-0.119003296,anonymous,EN,0.9,s,8.266,8.266,10.557,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c4627d87745160001527a4d,Female,,39,2.498,10.249,11.447,4,0,0,71.608,0,0,0,66.574,0,0,0,24.994,0,18.861,81.102,83.501,10,0,1,0,1,0,2,0,0,25.63,62.571,64.232,16,0,1,1,1,0,0,0,2,8.749,32.558,34.006,13,1,0,0,0,2,0,2,0,6.267,35.224,37.285,8,1,1,1,0,1,0,1,0,e,3.061,3.061,5.449,1,6.641,6.641,9.659,1,5.658,74.628,76.55,24,1,0,0,1,2,3,1,1,2.381,77.918,79.71,25,1,4,1,0,0,0,1,2,5.551,79.821,80.736,28,0,1,0,1,2,3,1,1,5.904,117.782,119.231,32,0,0,0,1,2,4,2,0,6.708,103.771,104.748,27,2,1,2,1,1,1,0,0,9.647,75.237,77.269,21,0,2,1,1,0,3,1,1,6.768,102.072,104.562,27,0,1,1,1,2,1,2,1,4.969,65.495,66.575,23,3,2,3,1,0,0,0,0,4.931,120.834,121.787,13,1,1,1,2,1,1,1,1,9.56,65.553,66.948,21,0,1,0,2,2,3,0,1,17,10,4,17,12,12,6.04,30.956,31.966,11,3,2,2,1,4,2,1,3,2.25,5.306,38.024,39.443,11,4,4,2,1,2,3,4,5,3.125,3.862,41.813,43.172,14,,3,,5,11
17-11-20 0:50,17-11-20 1:14,IP Address,79.73.97.184,100,1448,TRUE,17-11-20 1:14,R_1jwUn8E2nlB0pzH,,,,,50.73100281,-1.95300293,anonymous,EN,0.9,s,7.776,7.776,11.74,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ab14bdeb0ca80000197e6b6,Female,,68,3.106,8.003,8.96,3,4.788,70.998,71.911,19,2.655,25.26,26.29,14,6.698,6.698,31.879,1,5.885,32.292,36.151,11,0,1,0,1,0,2,0,0,4.456,40.412,44.625,8,0,1,1,1,0,0,0,2,1.074,57.225,60.946,18,2,0,0,0,2,0,2,0,2.562,28.733,33.52,8,1,1,1,0,1,0,1,0,e,2.614,2.614,5.991,1,2.25,9.055,10.207,2,2.896,67.836,68.978,27,1,0,0,0,1,3,1,0,3.17,44.035,48.416,14,0,4,1,0,0,0,0,2,2.478,65.265,68.289,16,0,1,0,1,2,3,1,1,1.898,48.629,49.388,10,0,0,0,1,2,4,2,0,2.728,86.434,87.418,20,2,0,0,0,0,0,0,0,2.796,61.156,64.154,21,0,2,1,1,0,3,1,1,1.871,95.737,96.202,29,0,1,1,1,2,1,2,0,2.014,89.607,92.452,28,3,2,3,1,0,0,0,0,1.843,135.869,136.555,25,0,1,1,2,1,1,2,1,1.398,110.617,111.375,21,0,1,0,1,2,3,0,1,17,10,7,14,5,10.6,6.821,24.898,26.157,9,3,3,2,1,3,2,1,2,2.125,4.94,32.703,33.614,14,4,3,3,2,2,2,2,3,2.625,5.973,34.587,35.453,12,,3,,5,11
17-11-20 0:49,17-11-20 1:16,IP Address,109.181.85.2,100,1588,TRUE,17-11-20 1:16,R_sRQ3cVwSI9k3w7T,,,,,52.53900146,-1.988296509,anonymous,EN,0.9,s,3.87,3.87,8.524,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5e14f77b53b56eb18a893b3e,Male,,34,2.267,4.571,7.656,4,0,0,117.059,0,0,0,70.701,0,0,0,23.665,0,5.624,45.9,48.021,12,0,1,0,1,0,2,0,1,19.436,42.102,44.376,13,0,1,1,1,0,0,0,2,6.489,25.724,35.858,11,1,0,0,0,2,0,2,0,14.741,74.811,77.036,22,1,1,1,0,1,0,1,0,e,2.419,2.419,5.888,1,0,0,24.016,0,13.366,72.5,75.094,22,1,0,0,1,2,3,1,0,16.344,70.134,72.179,24,1,4,1,0,0,0,1,2,28.501,76.05,81.42,26,0,1,0,1,2,3,1,1,23.984,56.548,65.826,22,0,0,0,1,2,4,2,0,35.834,114.882,117.012,23,2,1,2,1,1,1,1,0,40.224,85.724,96.256,24,0,2,1,1,0,3,1,1,31.341,76.017,80.327,26,0,1,1,1,2,1,2,1,60.046,77.92,80.043,14,3,2,3,1,0,0,0,0,40.583,113.959,116.827,15,1,1,1,2,1,1,1,1,61.276,93.191,99.195,19,0,1,0,2,2,3,0,1,8,4,7,13,1,6.6,11.991,38.465,40.223,5,3,4,1,1,4,2,3,2,2.5,3.87,47.947,49.911,9,5,5,5,5,5,5,4,4,4.75,7.056,34.923,36.144,8,,3,,5,11
17-11-20 0:51,17-11-20 1:16,IP Address,82.31.182.109,100,1471,TRUE,17-11-20 1:16,R_1z4XueaOL7pSy4N,,,,,51.76390076,-0.223602295,anonymous,EN,0.9,s,4.062,4.062,6.005,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f9c3f29b4af1c0ab16db629,Male,,27,2.444,3.513,5.861,2,4.462,46.994,83.265,6,21.392,21.594,40.042,2,4.945,11.54,19.199,7,20.806,35.527,39.814,7,0,1,0,1,0,2,0,0,41.121,82.515,83.566,5,0,2,1,1,0,0,0,2,15.55,50.505,56.525,11,1,0,0,0,2,0,2,0,8.961,44.201,45.545,13,1,1,1,0,1,0,1,0,e,4.762,4.762,5.627,1,12.573,25.278,26.975,8,6.816,60.623,66.851,16,1,0,0,1,2,3,1,0,9.863,79.038,80.276,20,1,4,1,0,0,0,1,2,7.243,81.217,89.273,16,0,1,0,1,2,3,1,1,34.659,74.873,79.006,16,0,0,0,1,2,4,2,0,16.661,84.6,86.122,18,2,1,2,1,1,1,1,0,10.702,77.693,79.017,17,0,2,1,1,0,3,1,1,17.575,88.745,90.846,19,0,1,1,1,2,1,2,1,6.964,50.268,57.095,13,3,2,3,1,0,0,0,0,9.525,84.375,85.659,17,1,1,1,2,1,1,1,1,22.629,60.94,69.526,14,0,1,0,2,2,3,0,1,10,6,6,16,4,8.4,4.24,30.6,32.041,10,4,3,2,2,3,2,5,3,3,5.87,42.05,42.637,18,4,4,4,4,4,4,4,3,3.875,7.117,25.162,25.699,9,,3,,5,11
17-11-20 0:53,17-11-20 1:18,IP Address,94.7.218.239,100,1521,TRUE,17-11-20 1:18,R_1JIu0EorOkJIP8U,,,,,55.86700439,-4.26210022,anonymous,EN,0.9,s,6.654,6.654,13.182,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f5f72d80c064e02b8662ced,Male,,19,2.656,4.276,8.996,2,0,0,69.695,0,0,0,68.865,0,0,0,61.286,0,31.073,86.096,90.835,14,0,1,0,1,0,2,0,1,13.936,53.84,59.923,5,0,1,0,1,0,0,0,2,14.71,41.126,45.419,4,1,0,0,0,2,0,2,0,17.078,24.399,26.275,5,1,1,1,0,1,0,1,0,e,3.948,3.948,7.428,1,0,0,17.148,0,15.006,61.037,75.451,6,1,0,0,0,2,3,1,0,8.476,70.763,72.345,30,1,4,1,0,0,0,1,2,10.273,49.633,51.271,14,0,1,0,1,2,3,1,1,6.555,50.795,52.348,29,0,0,0,0,2,4,2,1,19.743,131.111,143.194,24,2,1,2,1,1,1,1,0,23.57,93.945,95.447,8,0,2,1,1,0,3,1,1,6.917,52.793,54.185,17,0,1,1,1,2,1,2,1,37.823,46.554,53.998,4,3,2,3,1,0,0,0,0,8.028,79.34,80.339,22,1,1,1,2,1,1,1,1,24.172,59.01,62.368,15,0,1,0,2,2,3,0,1,12,3,3,14,5,7.4,5.357,27.047,28.794,5,2,3,1,2,3,1,3,3,2.25,5.68,38.542,40.155,9,4,4,3,3,4,5,4,5,4,4.439,44.764,46.625,9,,3,,5,11
17-11-20 0:53,17-11-20 1:19,IP Address,88.108.111.99,100,1589,TRUE,17-11-20 1:19,R_2Qhtj2rkOI6agBa,,,,,53.20350647,-3.03729248,anonymous,EN,0.9,s,5.193,5.193,12.063,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5d24b405e6537c0001e131ee,Male,,25,2.214,3.688,7.25,2,0,0,73.926,0,0,0,37.737,0,0,0,37.5,0,19.964,30.305,31.112,4,0,1,0,1,0,2,0,0,7.409,42.612,46.556,9,0,1,1,2,0,0,0,1,37.552,91.061,91.602,9,2,0,0,0,2,0,2,0,9.442,30.66,40.49,11,1,1,1,0,1,0,1,0,e,7.604,7.604,9.909,1,0,0,9.942,0,13.868,71.45,118.325,19,1,0,0,1,1,4,1,1,16.05,59.092,90.871,19,1,4,1,0,0,0,1,2,23.615,78.668,91.933,16,0,1,0,1,2,3,1,0,4.722,45.072,83.718,16,0,0,0,1,2,4,1,0,18.78,81.796,97.052,20,2,1,1,2,1,1,1,0,5.922,93.033,94.689,22,0,1,1,1,1,3,1,1,15.844,62.482,87.177,19,0,1,1,2,2,1,2,0,36.411,73.218,74.64,18,3,2,3,1,0,0,0,0,6.784,50.74,86.478,18,1,1,1,2,1,1,1,1,4.95,90.754,110.946,16,0,1,0,1,2,3,0,1,16,5,10,16,6,10.6,7.131,33.088,34.607,10,1,2,1,1,2,1,1,1,1.25,6.827,35.19,36.641,10,4,4,5,5,4,4,2,4,4,9.012,40.072,41.362,9,,3,,5,11
17-11-20 0:55,17-11-20 1:20,IP Address,87.80.4.98,100,1485,TRUE,17-11-20 1:20,R_22ogIaHIRJ6eogt,,,,,51.60110474,-3.274398804,anonymous,EN,0.9,s,394.715,394.715,397.045,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5ea77e260e5ed316cc418ca3,Male,,18,1.435,2.172,5.47,2,0,0,68.845,0,0,0,23.658,0,0,0,14.12,0,32.791,45.605,47.49,5,0,1,0,1,0,2,0,1,5.667,14.492,20.273,4,0,1,1,1,0,0,0,2,34.816,41.922,49.328,4,1,0,0,0,2,0,2,0,4.765,15.956,19.426,6,1,1,1,0,1,0,1,0,e,1.545,1.545,5.556,1,0,0,10.16,0,11.605,44.613,53.629,10,1,0,0,1,2,3,1,1,19.463,52.244,62.439,7,1,4,1,0,0,0,1,2,28.466,59.832,64.332,7,0,1,0,1,2,3,1,1,34.952,51.076,79.545,4,0,0,0,1,2,4,2,0,15.645,49.59,55.768,7,2,1,2,1,1,1,1,0,32.505,85.99,94.421,9,0,2,1,1,0,3,1,1,30.113,71.948,79.554,9,0,1,1,1,2,1,2,1,9.748,45.168,47.6,6,3,2,3,1,0,0,0,0,22.382,61.099,71.558,8,1,1,1,2,1,1,1,1,15.697,62.507,76.811,8,0,1,0,2,2,3,0,1,11,7,7,13,9,9.4,3.51,11.37,12.17,5,3,4,2,2,4,3,4,3,3.125,3.187,18.816,19.402,8,5,4,3,3,4,4,4,5,4,2.053,15.27,16.472,9,,3,,5,11
17-11-20 0:53,17-11-20 1:20,IP Address,188.30.38.211,100,1617,TRUE,17-11-20 1:21,R_Op3WanVU10wzrZn,,,,,55.83059692,-4.259292603,anonymous,EN,0.9,s,2.799,2.799,8.621,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,56b8b6fbe1d0a2000c154386,Female,,29,2.062,8.085,8.624,4,16.736,51.841,92.06,2,1.218,1.714,43.823,2,0,0,21,0,59.009,86.768,88.304,5,0,1,0,1,0,2,0,0,15.433,45.343,46.277,8,0,1,1,1,0,0,0,2,28.26,38.201,39.077,5,1,0,0,0,2,0,2,0,13.724,38.491,39.413,7,1,1,1,0,0,0,1,0,e,2.437,2.437,4.834,1,0,0,7.351,0,4.784,95.077,96.013,17,1,0,0,1,2,3,1,1,4.947,47.185,48.125,10,1,4,1,0,0,0,1,2,18.025,57.553,59.094,9,0,1,0,1,2,3,0,1,17.815,42.577,45.259,8,0,0,0,1,2,4,2,0,49.551,211.635,212.491,24,2,1,2,1,1,1,1,0,11.817,68.9,69.667,14,0,2,1,1,0,3,1,1,26.89,67.155,68.076,13,0,1,1,1,2,1,2,1,12.965,52.327,53.117,9,3,2,3,1,0,0,0,0,16.094,96.862,97.971,19,1,1,1,2,1,1,1,1,16.259,104.142,104.996,12,0,1,0,2,2,3,0,1,6,9,11,12,7,9,5.161,33.645,35.471,11,3,3,2,2,4,2,2,3,2.625,5.273,45.335,46.472,13,4,4,4,3,3,4,2,4,3.5,3.616,32.55,33.377,15,,3,,5,11
17-11-20 0:49,17-11-20 1:21,IP Address,86.3.11.23,100,1872,TRUE,17-11-20 1:21,R_12RMmY3idAQsrzV,,,,,53.80999756,-1.838104248,anonymous,EN,0.9,s,8.455,8.455,10.67,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5aaaa47accc4c20001ca5253,Female,,41,2.162,6.348,12.745,3,35.779,80.929,86.767,3,55.391,55.391,56.392,1,16.327,28.232,30.059,2,3.965,119.301,120.196,10,0,1,0,1,0,2,0,1,4.973,68.573,69.775,10,0,2,0,1,0,0,0,2,30.459,104.701,105.878,16,1,0,0,1,3,0,2,0,9.287,56.988,57.88,11,1,1,1,0,1,0,1,0,e,2.521,2.521,5.483,1,16.107,16.107,18.374,1,7.076,77.453,81.922,16,1,0,0,0,2,3,1,0,5.122,96.791,102.601,23,1,4,1,0,0,0,1,2,7.972,108.73,109.778,22,0,1,0,1,2,3,1,0,6.462,79.361,80.313,19,0,0,0,1,2,4,2,0,24.212,161.82,162.588,28,2,1,2,1,1,1,1,0,8.484,96.698,97.559,21,0,2,1,1,0,3,1,1,6.715,88.477,92.189,19,0,1,1,1,2,1,2,1,7.438,82.837,83.741,20,3,2,3,1,0,0,0,0,9.202,118.577,119.418,24,1,1,1,2,1,1,1,1,3.303,92.111,94.548,19,0,1,0,2,2,3,0,1,18,2,4,18,6,9.6,2.699,30.406,31.273,14,4,4,2,3,4,3,2,3,3.125,6.046,40.682,41.755,14,4,4,4,4,4,4,3,3,3.75,7.279,41.007,42.525,14,,3,,5,11
17-11-20 0:45,17-11-20 1:25,IP Address,151.231.96.43,100,2400,TRUE,17-11-20 1:25,R_2CwWycTLZdKA2kA,,,,,51.38729858,-0.159606934,anonymous,EN,0.9,s,3.382,3.382,10.744,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5eac1a01df23cb2202646da6,Female,,54,3.593,4.675,8.954,2,0,0,83.429,0,0,0,59.369,0,0,0,30.889,0,6.751,13.077,22.675,5,0,1,0,1,0,2,0,0,5.054,39.296,42.299,9,0,1,1,2,0,0,0,1,12.915,48.222,53.542,8,1,0,0,0,2,0,2,0,6.53,18.451,44.149,6,1,1,1,0,1,0,1,0,e,3.603,3.603,7.448,1,0,0,14.505,0,5.546,40.986,64.156,13,1,0,0,1,2,3,1,0,5.276,65.474,84.056,12,1,4,1,0,0,0,1,2,15.234,65.425,91.45,15,0,1,0,1,2,3,1,1,3.815,40.175,62.379,13,0,0,0,0,2,4,2,1,8.664,118.587,122.119,20,2,1,3,1,1,1,1,1,21.602,68.401,94.938,17,1,2,1,1,0,3,1,1,7.714,65.524,84.799,16,0,1,1,1,2,1,2,1,4.489,31.672,57.975,13,3,2,3,1,0,0,0,0,6.056,75.176,114.487,16,0,1,1,2,1,1,2,1,7.092,50.277,74.264,15,0,1,0,2,2,3,0,1,18,14,4,18,16,14,4.752,23.232,24.123,5,4,3,4,4,4,5,4,4,4,4.818,34.302,35.091,8,5,4,4,4,5,5,5,4,4.5,5.804,31.145,32.067,9,,3,,5,11
