Mturk_ID,cohort,consent,gender,age,training1_success,training1_time,training1_dist_C,training1_dist_E,training1_dist_F,training1_dist_L,training1_dist_M,training1_dist_N,training1_dist_O,training1_dist_T,training1_sum_distance,training2_success,training2_time,training2_dist_C,training2_dist_E,training2_dist_F,training2_dist_L,training2_dist_M,training2_dist_N,training2_dist_O,training2_dist_T,training2_sum_distance,training3_success,training3_time,training3_dist_C,training3_dist_E,training3_dist_F,training3_dist_L,training3_dist_M,training3_dist_N,training3_dist_O,training3_dist_T,training3_sum_distance,training4_success,training4_time,training4_dist_C,training4_dist_E,training4_dist_F,training4_dist_L,training4_dist_M,training4_dist_N,training4_dist_O,training4_dist_T,training4_sum_distance,training_sum_success,game1_success,game1_time,game1_sum_identified,game1_success_rate,game1_dist_C,game1_dist_E,game1_dist_F,game1_dist_L,game1_dist_M,game1_dist_N,game1_dist_O,game1_dist_T,game1_sum_distance,game1_ca_agreed,game2_success,game2_time,game2_sum_identified,game2_success_rate,game2_dist_C,game2_dist_E,game2_dist_F,game2_dist_L,game2_dist_M,game2_dist_N,game2_dist_O,game2_dist_T,game2_sum_distance,game2_ca_agreed,game3_success,game3_time,game3_sum_identified,game3_success_rate,game3_dist_C,game3_dist_E,game3_dist_F,game3_dist_L,game3_dist_M,game3_dist_N,game3_dist_O,game3_dist_T,game3_sum_distance,game3_ca_agreed,game4_success,game4_time,game4_sum_identified,game4_success_rate,game4_dist_C,game4_dist_E,game4_dist_F,game4_dist_L,game4_dist_M,game4_dist_N,game4_dist_O,game4_dist_T,game4_sum_distance,game4_ca_agreed,game5_success,game5_time,game5_sum_identified,game5_success_rate,game5_dist_C,game5_dist_E,game5_dist_F,game5_dist_L,game5_dist_M,game5_dist_N,game5_dist_O,game5_dist_T,game5_sum_distance,game5_ca_agreed,game6_success,game6_time,game6_sum_identified,game6_success_rate,game6_dist_C,game6_dist_E,game6_dist_F,game6_dist_L,game6_dist_M,game6_dist_N,game6_dist_O,game6_dist_T,game6_sum_distance,game6_ca_agreed,game7_success,game7_time,game7_sum_identified,game7_success_rate,game7_dist_C,game7_dist_E,game7_dist_F,game7_dist_L,game7_dist_M,game7_dist_N,game7_dist_O,game7_dist_T,game7_sum_distance,game7_ca_agreed,game8_success,game8_time,game8_sum_identified,game8_success_rate,game8_dist_C,game8_dist_E,game8_dist_F,game8_dist_L,game8_dist_M,game8_dist_N,game8_dist_O,game8_dist_T,game8_sum_distance,game8_ca_agreed,game9_success,game9_time,game9_sum_identified,game9_success_rate,game9_dist_C,game9_dist_E,game9_dist_F,game9_dist_L,game9_dist_M,game9_dist_N,game9_dist_O,game9_dist_T,game9_sum_distance,game9_ca_agreed,game10_success,game10_time,game10_sum_identified,game10_success_rate,game10_dist_C,game10_dist_E,game10_dist_F,game10_dist_L,game10_dist_M,game10_dist_N,game10_dist_O,game10_dist_T,game10_sum_distance,game10_ca_agreed,game_sum_success_total,total_time,average_game_time,game_sum_ca_agreed_total,game_sum_agreed_ca_right,game_sum_agreed_ca_wrong,game_sum_disagreed_ca_right,game_sum_disagreed_ca_wrong_success,game_sum_disagreed_ca_wrong_failure,avg_task_load,avg_trust,avg_explanation
31781222,4,Yes,Male,31,True,117.83,0,0,0,0,0,0,0,0,0,False,53.03,0,0,0,1,0,0,0,1,2,True,55.94,0,0,0,0,0,0,0,0,0,True,43.36,0,0,0,0,0,0,0,0,0,3,False,39.23,6,5,0,0,0,1,1,1,0,0,3,False,False,27.41,4,5,0,2,0,0,0,0,1,2,5,False,False,39.1,5,5,0,0,0,0,0,2,1,1,4,False,True,67.37,9,8,0,0,0,0,0,0,0,0,0,False,False,32.32,5,3,2,1,1,1,0,0,1,0,6,False,False,28.27,2,3,0,1,1,1,0,3,0,1,7,False,False,84.76,3,2,0,1,1,1,1,0,1,1,6,False,False,34.68,1,4,2,2,3,1,0,0,0,0,8,False,False,36.67,3,2,1,1,1,1,0,1,1,0,6,False,False,26.92,2,4,0,0,0,2,2,2,0,1,7,False,1,1035,41.67300000000001,0,0,0,4,1,5,13.4,1.625,2.125
20113159,5,Yes,Rather not say,38,True,43.71,0,0,0,0,0,0,0,0,0,True,62.08,0,0,0,0,0,0,0,0,0,True,28.75,0,0,0,0,0,0,0,0,0,True,122.14,0,0,0,0,0,0,0,0,0,4,False,88.87,7,6,0,0,0,1,0,1,0,0,2,False,False,91.19,7,6,0,0,0,0,0,0,1,1,2,False,True,88.64,9,8,0,0,0,0,0,0,0,0,0,False,True,79.95,9,8,0,0,0,0,0,0,0,0,0,False,True,170.13,9,8,0,0,0,0,0,0,0,0,0,False,False,105.46,5,4,0,1,0,1,0,1,0,1,4,False,False,103.61,7,6,0,1,0,1,0,0,0,0,2,False,False,103.5,6,6,0,0,2,1,0,0,0,0,3,False,False,129.04,6,3,1,0,0,1,1,0,1,1,5,False,False,93.93,7,6,0,0,0,1,1,0,0,0,2,False,3,2037,105.43199999999999,0,0,0,4,3,3,11.4,3.0,3.75
